Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Run Success,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated disparity count (known at compile-time) - FLOAT,Speedup using CPU vectorization - FLOAT,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated disparity count (known at compile-time) - DOUBLE,Speedup using CPU vectorization - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated disparity count (known at compile-time) - HALF,Speedup using CPU vectorization - HALF,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated disparity count (known at compile-time) - All Runs,Speedup using half-precision relative to float,Speedup using double-precision relative to float (actually slowdown)
4,conesQuarterSize,DOUBLE,26,16,8,NO,,,NO,64,5,7,8.533334,15,0.1,0,YES,YES,YES,YES,Optimized CPU,26,AVX256,450,375,15,0.000001,0.001495,0.001744,0.000362,0.000076,0.000033,0.002219,0.000056,0.000055,0.086826,0.013325,0.013322,0.004803,0.000001,0.109359,0.000029,0.07154,0.012116,0.002314,0.000573,0.000245,0,0.009609,0.002703,0.000755,0.000237,0.109405,0.109435,0.109536,0.109536,0.957053,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,0.458422,1.363802,,0.458422,,0.458422,0.996046,1.128048,1.142133,,,,,,,,,,0.458422,1.363802,0.996046,1.128048,,0.485021
5,conesHalfSize,DOUBLE,26,16,8,NO,,,YES,128,5,7,17.066668,15,0.1,0,YES,YES,YES,YES,Optimized CPU,26,AVX256,900,750,7,0.000001,0.014046,0.019367,0.004768,0.00098,0.000165,0.025261,0.000318,0.000316,0.661376,0.113073,0.11307,0.041489,0.000002,0.854927,0.000086,0.498313,0.129728,0.027489,0.00538,0.00084,0,0.08522,0.020359,0.005877,0.001943,0.854981,0.855068,0.855513,0.855513,7.94187,,4.299231,1.890408,0.69179,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.00897,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,,0.530825,1.238357,,0.530825,0.530825,,0.999849,1.050677,1.344679,,,,,,,,,,0.530825,1.238357,0.999849,1.050677,,0.517547
5,conesHalfSize,DOUBLE,26,16,8,NO,,,NO,128,5,7,17.066668,15,0.1,0,YES,YES,YES,YES,Optimized CPU,26,AVX256,900,750,7,0.000001,0.013796,0.01949,0.004802,0.00098,0.000167,0.025431,0.000323,0.000321,0.704526,0.113496,0.113492,0.041602,0.000001,0.898321,0.000088,0.528737,0.138838,0.030132,0.00606,0.001036,0,0.085397,0.019844,0.005986,0.002025,0.89837,0.898454,0.898868,0.898868,7.94187,,4.299231,1.890408,0.69179,0.196993,0.147836,0.107584,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.00897,0.007845,0.005569,0.000517,0.000154,0.000055,,,,,,,,,,0.509606,1.232683,,0.509606,,0.509606,1.004545,1.050677,1.306471,,,,,,,,,,0.509606,1.232683,1.004545,1.050677,,0.540259
6,conesFullSizeCropped,DOUBLE,26,16,8,NO,,,YES,256,5,7,34.133335,15,0.1,0,YES,YES,YES,YES,Optimized CPU,26,AVX256,900,750,7,0.000001,0.034177,0.046963,0.009818,0.002547,0.000558,0.059894,0.000659,0.000658,1.359131,0.275014,0.275011,0.087217,0.000001,1.815407,0.000082,1.030977,0.247568,0.062456,0.015484,0.002055,0,0.214978,0.042533,0.013874,0.004579,1.815458,1.815544,1.815939,1.815939,16.904456,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,,0.511607,1.095043,,0.511607,0.511607,,1.024998,1.027528,1.852909,,,,,,,,,,0.511607,1.095043,1.024998,1.027528,,0.515193
6,conesFullSizeCropped,DOUBLE,26,16,8,NO,,,NO,256,5,7,34.133335,15,0.1,0,YES,YES,YES,YES,Optimized CPU,26,AVX256,900,750,7,0.000001,0.03459,0.045801,0.009844,0.002506,0.000558,0.058788,0.000672,0.000671,1.399577,0.280123,0.280121,0.088226,0.000001,1.865368,0.000086,1.059764,0.256141,0.065637,0.015963,0.002279,0,0.220366,0.041856,0.013145,0.004775,1.865419,1.865503,1.865929,1.865929,16.904456,,16.997606,3.250078,0.594434,0.318499,0.286207,0.266033,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.129079,0.051396,0.010578,0.006204,0.004348,0.001824,,,,,,,,,,0.502693,1.104514,,0.502693,,0.502693,0.979353,1.027528,1.777963,,,,,,,,,,0.502693,1.104514,0.979353,1.027528,,0.50724
0,tsukubaSetHalfSize,HALF,26,16,8,NO,,,YES,8,5,7,1.066667,15,0.1,0,YES,YES,YES,YES,Optimized CPU,13,AVX256,192,144,15,0,0.000022,0.000019,0.000009,0.000008,0.000007,0.000044,0.000009,0.000009,0.000255,0.00011,0.000109,0.000018,0,0.00046,0.000007,0.000113,0.000051,0.000029,0.000027,0.000034,0,0.000035,0.000028,0.000023,0.000023,0.000471,0.00048,0.000489,0.000489,0.008896,,0.897545,0.897545,0.759585,0.120009,0.017687,0,,0.897712,0.897712,0.759549,0.12019,0.01765,0,,0.003906,0.003906,0.002351,0.00047,0,0,,,,,,,,,,,,,,,,,,,1.455217,1.142506,1.455217,,1.455217,,1.17851,2.54098,2.638695,1.455217,1.142506,1.17851,2.54098,1.203184,
0,tsukubaSetHalfSize,HALF,26,16,8,NO,,,NO,8,5,7,1.066667,15,0.1,0,YES,YES,YES,YES,Optimized CPU,26,AVX256,192,144,15,0,0.000025,0.000023,0.000013,0.000012,0.00001,0.000057,0.00001,0.00001,0.000908,0.000142,0.000141,0.000062,0,0.001208,0.00001,0.000558,0.000176,0.000077,0.000048,0.00004,0,0.00004,0.000038,0.000032,0.000031,0.001226,0.001236,0.001243,0.001243,0.008896,,0.897545,0.897545,0.759585,0.120009,0.017687,0,,0.897712,0.897712,0.759549,0.12019,0.01765,0,,0.003906,0.003906,0.002351,0.00047,0,0,,,,,,,,,,,,,,,,,,,0.993207,1.160053,0.993207,,,0.993207,0.896977,2.54098,2.063631,0.993207,1.160053,0.896977,2.54098,1.352265,
1,tsukubaSet,HALF,26,16,8,NO,,,YES,16,5,7,2.133333,15,0.1,0,YES,YES,YES,YES,Optimized CPU,26,AVX256,384,288,15,0,0.000135,0.000087,0.000031,0.000018,0.000014,0.000151,0.000021,0.000021,0.001255,0.000418,0.000417,0.000073,0,0.002071,0.000013,0.000819,0.000242,0.000086,0.000049,0.000038,0,0.000233,0.000079,0.000053,0.000053,0.002092,0.002103,0.002136,0.002136,0.082538,,1.489692,1.454545,0.398917,0.2229,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0,,,,,,,,,,,,,,,,,,,0.971235,1.517649,0.971235,,0.971235,,1.040244,2.115274,4.807912,0.971235,1.517649,1.040244,2.115274,1.204989,
1,tsukubaSet,HALF,26,16,8,NO,,,NO,16,5,7,2.133333,15,0.1,0,YES,YES,YES,YES,Optimized CPU,26,AVX256,384,288,15,0,0.000141,0.000089,0.000032,0.000019,0.000013,0.000154,0.000023,0.000022,0.003568,0.000441,0.00044,0.000115,0,0.004442,0.000014,0.002534,0.000682,0.000208,0.000089,0.000054,0,0.000242,0.000084,0.000056,0.000057,0.004467,0.004482,0.004519,0.004519,0.082538,,1.489692,1.454545,0.398917,0.2229,0.073622,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.003789,0.003789,0.001799,0.000407,0.000253,0,,,,,,,,,,,,,,,,,,,0.635717,1.502905,0.635717,,,0.635717,1.021629,2.115274,3.358831,0.635717,1.502905,1.021629,2.115274,1.364936,
2,venus,HALF,26,16,8,NO,,,YES,21,5,7,2.8,15,0.1,0,YES,YES,YES,YES,Optimized CPU,26,AVX256,434,383,15,0,0.000249,0.000152,0.000048,0.000025,0.000014,0.00024,0.000032,0.000032,0.003208,0.000604,0.000603,0.000143,0,0.004475,0.000017,0.002257,0.000611,0.000189,0.000091,0.000047,0,0.000352,0.000119,0.000063,0.000064,0.004498,0.004515,0.004575,0.004575,0.232538,,0.447036,0.42431,0.88398,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0,,,,,,,,,,,,,,,,,,,0.77126,1.892854,0.77126,,0.77126,,1.043206,1.646042,4.987347,0.77126,1.892854,1.043206,1.646042,1.868345,
2,venus,HALF,26,16,8,NO,,,NO,21,5,7,2.8,15,0.1,0,YES,YES,YES,YES,Optimized CPU,26,AVX256,434,383,15,0,0.000249,0.000153,0.000049,0.000026,0.000015,0.000244,0.000034,0.000034,0.006122,0.000613,0.000612,0.000162,0,0.007419,0.000018,0.004403,0.001177,0.000339,0.000137,0.000063,0,0.00036,0.000121,0.000066,0.00006,0.007444,0.007464,0.00753,0.00753,0.232538,,0.447036,0.42431,0.88398,0.025304,0.014041,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002497,0.002497,0.001775,0.000162,0.000084,0,,,,,,,,,,,,,,,,,,,0.541054,1.892755,0.541054,,,0.541054,1.062976,1.646042,3.643726,0.541054,1.892755,1.062976,1.646042,1.774412,
3,barn1,HALF,26,16,8,NO,,,YES,32,5,7,4.266667,15,0.1,0,YES,YES,YES,YES,Optimized CPU,26,AVX256,432,381,15,0,0.000353,0.000237,0.000069,0.000032,0.000016,0.000361,0.000038,0.000037,0.005266,0.001493,0.001492,0.000267,0,0.007802,0.00002,0.003819,0.000972,0.000288,0.000124,0.000057,0,0.000982,0.000318,0.000117,0.00009,0.00784,0.007864,0.007943,0.007943,0.417429,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0,,,,,,,,,,,,,,,,,,,0.519633,1.542666,,,0.519633,,1.015889,1.475259,4.749798,0.519633,1.542666,1.015889,1.475259,1.594174,
3,barn1,HALF,26,16,8,NO,,,NO,32,5,7,4.266667,15,0.1,0,YES,YES,YES,YES,Optimized CPU,26,AVX256,432,381,15,0,0.000358,0.000228,0.000067,0.00003,0.000016,0.000347,0.000034,0.000034,0.008973,0.001536,0.001535,0.000269,0,0.011575,0.000022,0.00654,0.001706,0.000471,0.000179,0.000074,0,0.000991,0.000323,0.000122,0.00009,0.011612,0.011632,0.011718,0.011718,0.417429,,0.500413,0.486611,0.850224,0.039182,0.025785,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001738,0.001738,0.000796,0.000146,0.000128,0,,,,,,,,,,,,,,,,,,,0.465849,1.544884,,,,0.465849,0.985613,1.475259,3.368482,0.465849,1.544884,0.985613,1.475259,1.608175,
4,conesQuarterSize,HALF,26,16,8,NO,,,YES,64,5,7,8.533334,15,0.1,0,YES,YES,YES,YES,Optimized CPU,26,AVX256,450,375,15,0,0.000722,0.000531,0.000148,0.000052,0.000025,0.000746,0.000051,0.00005,0.01606,0.005137,0.005136,0.000694,0.000001,0.023473,0.000029,0.012697,0.002332,0.000628,0.000229,0.000088,0,0.003468,0.00117,0.000313,0.000179,0.023523,0.023551,0.023657,0.023657,0.957053,,2.331733,1.489175,0.790637,0.159644,0.111081,0.073665,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.024178,0.021308,0.007224,0.003224,0.000391,0.000385,,,,,,,,,,,,,,,,,,,0.404742,1.37726,,0.404742,0.404742,,0.989455,1.170607,3.516569,0.404742,1.37726,0.989455,1.170607,1.965557,
4,conesQuarterSize,HALF,26,16,8,NO,,,NO,64,5,7,8.533334,15,0.1,0,YES,YES,YES,YES,Optimized CPU,26,AVX256,450,375,15,0,0.000723,0.000511,0.000142,0.000053,0.000023,0.000736,0.000048,0.000047,0.020059,0.00518,0.005179,0.000791,0.000001,0.027514,0.000029,0.015807,0.003061,0.000802,0.000281,0.000104,0,0.003526,0.001144,0.000323,0.000178,0.027562,0.027591,0.027693,0.027693,0.957053,,2.331733,1.489175,0.790637,0.159644,0.111081,0.073665,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.024178,0.021308,0.007224,0.003224,0.000391,0.000385,,,,,,,,,,,,,,,,,,,0.40444,1.383529,,0.40444,,0.40444,0.999653,1.170607,3.290946,0.40444,1.383529,0.999653,1.170607,1.918429,
5,conesHalfSize,HALF,26,16,8,NO,,,YES,128,5,7,17.066668,15,0.1,0,YES,YES,YES,YES,Optimized CPU,26,AVX256,900,750,7,0.000001,0.006438,0.006274,0.001357,0.000345,0.000095,0.008068,0.000146,0.000145,0.202768,0.050442,0.050433,0.014292,0.000001,0.28248,0.00008,0.161951,0.034032,0.004942,0.001242,0.000387,0,0.039148,0.008305,0.002484,0.000636,0.282528,0.282608,0.283005,0.283005,7.94187,,4.30099,1.891431,0.691837,0.19715,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.00511,0.000486,0.000203,0.000089,,,,,,,,,,,,,,,,,,,0.405933,1.284383,,0.405933,0.405933,,1.056107,1.117299,2.75399,0.405933,1.284383,1.056107,1.117299,1.564528,
5,conesHalfSize,HALF,26,16,8,NO,,,NO,128,5,7,17.066668,15,0.1,0,YES,YES,YES,YES,Optimized CPU,26,AVX256,900,750,7,0.000001,0.007045,0.006413,0.00141,0.000366,0.000097,0.008283,0.000155,0.000154,0.232945,0.0519,0.051898,0.015101,0.000001,0.315656,0.000088,0.183054,0.040696,0.00626,0.001489,0.000513,0,0.040093,0.008471,0.002655,0.000678,0.315707,0.315794,0.316201,0.316201,7.94187,,4.30099,1.891431,0.691837,0.19715,0.147833,0.107861,,4.300188,1.891377,0.691908,0.197144,0.147879,0.107778,,0.009449,0.007679,0.00511,0.000486,0.000203,0.000089,,,,,,,,,,,,,,,,,,,0.372346,1.286951,,0.372346,,0.372346,0.942128,1.117299,2.44928,0.372346,1.286951,0.942128,1.117299,1.5358,
6,conesFullSizeCropped,HALF,26,16,8,NO,,,YES,256,5,7,34.133335,15,0.1,0,YES,YES,YES,YES,Optimized CPU,26,AVX256,900,750,7,0.000001,0.020104,0.016444,0.003263,0.000744,0.000194,0.020938,0.000286,0.000285,0.433233,0.114166,0.114163,0.030682,0.000001,0.619921,0.000086,0.336148,0.082287,0.011493,0.002634,0.000761,0,0.086689,0.019991,0.005946,0.001482,0.619972,0.620055,0.620457,0.620457,16.904456,,17.00592,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.00803,0.005797,0.002902,,,,,,,,,,,,,,,,,,,0.413175,1.104508,,0.413175,0.413175,,1.011467,1.058402,2.674287,0.413175,1.104508,1.011467,1.058402,1.507854,
6,conesFullSizeCropped,HALF,26,16,8,NO,,,NO,256,5,7,34.133335,15,0.1,0,YES,YES,YES,YES,Optimized CPU,26,AVX256,900,750,7,0.000001,0.019973,0.01633,0.003203,0.000773,0.000205,0.020681,0.000295,0.000294,0.467752,0.116561,0.116558,0.030585,0.000001,0.656144,0.000085,0.360886,0.090124,0.012746,0.003017,0.000899,0,0.088908,0.01993,0.00576,0.001486,0.656198,0.656281,0.656693,0.656693,16.904456,,17.00592,3.239433,0.594138,0.317419,0.285022,0.264702,,17.044764,3.251223,0.594416,0.318496,0.286961,0.265836,,0.180599,0.067538,0.014133,0.00803,0.005797,0.002902,,,,,,,,,,,,,,,,,,,0.399214,1.104756,,0.399214,,0.399214,1.010766,1.058402,2.56621,0.399214,1.104756,1.010766,1.058402,1.441274,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup Results,Average Speedup,Median Speedup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup relative to AMD Rome (48 Cores) - FLOAT,0.539206,0.488767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,1.40771,1.38769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,0.673727,0.665384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,0.449697,0.488767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,0.588696,0.502442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,0.489716,0.476775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,0.997958,0.996847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup w/ templated disparity count (known at compile-time) - FLOAT,1.65062,1.48822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup using CPU vectorization - FLOAT,2.18436,1.94269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup relative to AMD Rome (48 Cores) - DOUBLE,0.496023,0.502536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,1.40707,1.36782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,0.551187,0.522931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,0.502589,0.50615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,0.527818,0.511607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,0.464229,0.458422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,1.00589,0.999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup w/ templated disparity count (known at compile-time) - DOUBLE,1.68116,1.25759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup using CPU vectorization - DOUBLE,1.417,1.24259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup relative to AMD Rome (48 Cores) - HALF,0.625216,0.492741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,1.40983,1.38039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,0.894615,0.871247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,0.399975,0.404591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,0.705885,0.519633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,0.544547,0.465849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
